"","Site","X Variable","Y Variable","R Squared","P Value"
"333","JIC1","Tidal Height","Phycoerytherin Concentration",0.0266086203953926,0.45707016265404
"334","JIC2","Tidal Height","Phycoerytherin Concentration",0.00778750851126697,0.674876496450458
"335","SC1","Tidal Height","Phycoerytherin Concentration",0.00170904311111291,0.844450554632559
"336","SC2","Tidal Height","Phycoerytherin Concentration",0.0653398001727619,0.217477238739836
"337","SC3","Tidal Height","Phycoerytherin Concentration",0.000343824427506241,0.929897935278234
"338","SR1","Tidal Height","Phycoerytherin Concentration",0.0106709372826388,0.64733630832087
"339","WC1","Tidal Height","Phycoerytherin Concentration",0.0480338453681883,0.292527035366278
"340","WR1","Tidal Height","Phycoerytherin Concentration",0.0405135558745294,0.345615870586806
"341","AR1","Tidal Height","Phosphate",0.270830976392228,0.0467210858207319
"342","AR2","Tidal Height","Phosphate",0.0813547657792435,0.267129076955108
"343","AR3","Tidal Height","Phosphate",0.00464864960131279,0.794858518157245
"344","CC1","Tidal Height","Phosphate",0.0232303953069665,0.559229569346788
"345","CH1","Tidal Height","Phosphate",0.000387077111367429,0.94234752243901
"346","CH2","Tidal Height","Phosphate",0.111193391884576,0.243984768718313
"347","CH3","Tidal Height","Phosphate",0.221491506533019,0.0657929574293211
"348","CS1","Tidal Height","Phosphate",0.0112676343298081,0.685127558714602
"349","FB1","Tidal Height","Phosphate",0.17671886025707,0.09292971219565
"350","FC1","Tidal Height","Phosphate",0.0120461897921089,0.685746288273833
"351","HC1","Tidal Height","Phosphate",0.138675510656413,0.189782374776949
"352","HC2","Tidal Height","Phosphate",0.0725554211972114,0.295795108764795
"353","JIC1","Tidal Height","Phosphate",0.00275729475535067,0.852559448099143
"354","JIC2","Tidal Height","Phosphate",0.190733955355085,0.0796377480213298
"355","SC1","Tidal Height","Phosphate",0.00119918378497133,0.895029316177118
"356","SC2","Tidal Height","Phosphate",0.0641756518926125,0.326557394603454
"357","SC3","Tidal Height","Phosphate",0.0550077426484829,0.364885490603452
"358","SR1","Tidal Height","Phosphate",0.0217629918584319,0.572054417980458
"359","WC1","Tidal Height","Phosphate",0.0154561447004212,0.634499661100796
"360","WR1","Tidal Height","Phosphate",0.194325944479031,0.0874358828720746
"361","AR1","Tidal Height","Salinity",0.594807667892781,0.000178632828440486
"362","AR2","Tidal Height","Salinity",0.480174308279658,0.000706543281549212
"363","AR3","Tidal Height","Salinity",0.03456884615186,0.432552241625829
"364","CC1","Tidal Height","Salinity",0.162556685741688,0.0779514990961568
"365","CH1","Tidal Height","Salinity",0.265635700257365,0.0239166272442573
"366","CH2","Tidal Height","Salinity",0.173518160009762,0.0962553083411745
"367","CH3","Tidal Height","Salinity",0.268223296646421,0.0231258398223424
"368","CS1","Tidal Height","Salinity",0.0312674400792435,0.455801159879758
"369","FB1","Tidal Height","Salinity",0.107901939297497,0.157351875548213
"370","FC1","Tidal Height","Salinity",0.252899265435111,0.028190229163429
"371","HC1","Tidal Height","Salinity",0.186811931706772,0.0831591993617512
"372","HC2","Tidal Height","Salinity",0.311904963278325,0.0104856955347203
"373","JIC1","Tidal Height","Salinity",0.273488765729019,0.0259540362465305
"374","JIC2","Tidal Height","Salinity",0.341260304148849,0.00683747378368709
"375","SC1","Tidal Height","Salinity",0.0404804354208477,0.394994747119268
"376","SC2","Tidal Height","Salinity",0.273388008804746,0.0180081193147422
"377","SC3","Tidal Height","Salinity",0.467440171355877,0.000888321676612845
"378","SR1","Tidal Height","Salinity",0.573215007638169,0.000433127086244038
"379","WC1","Tidal Height","Salinity",0.290202033663365,0.014258255616315
"380","WR1","Tidal Height","Salinity",0.0181164833440583,0.582746834217027
"381","AR1","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.0396702465147503,0.374203193993736
"382","AR2","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.163250972578191,0.0558627751547284
"383","AR3","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.0737605901712641,0.209993244693114
"384","CC1","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.0346833960488828,0.406637194720466
"385","CH1","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.162789358519541,0.0625971125121981
"386","CH2","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.0187195335684351,0.554262540975875
"387","CH3","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.0345972030475729,0.407231326026867
"388","CS1","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.149700040372868,0.0681723663486911
"389","FB1","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.00178689683012006,0.848127895034243
"390","FC1","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.0546957828698777,0.294851252514278
"391","HC1","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.0736886774272576,0.233924102711255
"392","HC2","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.00268895077400382,0.81422618239202
"393","JIC1","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.16824720072516,0.0579577993057149
"394","JIC2","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.0456676693823817,0.327536454510118
"395","SC1","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.042535039799972,0.345098348080602
"396","SC2","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.0179275467757604,0.542474530809391
"397","SC3","Phycocyanin Concentration","Proportion of community attributible to cyanos",8.60163999247728e-05,0.966499303953388
"398","SR1","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.00195345872098759,0.853211946960301
"399","WC1","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.0135795183147146,0.596453185358595
"400","WR1","Phycocyanin Concentration","Proportion of community attributible to cyanos",0.0665430937878534,0.246432194174095
"401","AR1","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.00013323590484299,0.958312206222794
"402","AR2","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.0731765428372463,0.190922320998446
"403","AR3","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.000228933904989635,0.942774179220535
"404","CC1","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.0106800564824599,0.630840021964349
"405","CH1","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.0734308398653079,0.200268316726117
"406","CH2","Phycoerytherin Concentration","Proportion of community attributible to cyanos",8.62411656218931e-05,0.967282991343097
"407","CH3","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.0197709397463494,0.512251065870192
"408","CS1","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.0215328105133085,0.483962516122406
"409","FB1","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.00666631435570867,0.698026301175628
"410","FC1","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.0649370793032989,0.229473986018014
"411","HC1","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.050035638770322,0.316974646834976
"412","HC2","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.0329174519552156,0.385421018656984
"413","JIC1","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.091993217335387,0.159464646375933
"414","JIC2","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.011657791719883,0.607445192854622
"415","SC1","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.000771190173087606,0.895167878091447
"416","SC2","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.000887827119612152,0.887565169821159
"417","SC3","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.000448348691072544,0.919977584477636
"418","SR1","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.0133663039192049,0.608411767669658
"419","WC1","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.0611197535358456,0.233480661046496
"420","WR1","Phycoerytherin Concentration","Proportion of community attributible to cyanos",0.0888287134700514,0.157203304581865
"421","AR1","Temperature","DinoA",0.131223593399304,0.0893855697354269
"422","AR2","Temperature","DinoA",0.354336974179678,0.00169498038179296
"423","AR3","Temperature","DinoA",0.156354922675791,0.0455635862458322
"424","CC1","Temperature","DinoA",0.0676298504311888,0.230763225068222
"425","CH1","Temperature","DinoA",0.213934116410333,0.0262644322916614
"426","CH2","Temperature","DinoA",0.176154116269565,0.0518267765328376
"427","CH3","Temperature","DinoA",0.142866538369448,0.0828479595955003
"428","CS1","Temperature","DinoA",0.0928072074477871,0.13022508853001
"429","FB1","Temperature","DinoA",0.00853723257696125,0.653484775466918
"430","FC1","Temperature","DinoA",0.115694703911912,0.0961811479313866
"431","HC1","Temperature","DinoA",0.0937513812725606,0.177047264914578
"432","HC2","Temperature","DinoA",0.111408909532993,0.110938149423069
"433","JIC1","Temperature","DinoA",0.218021357927158,0.0246895119957955
"434","JIC2","Temperature","DinoA",0.121989564913005,0.0803073559027198
"435","SC1","Temperature","DinoA",0.0673328716003559,0.220778217786459
"436","SC2","Temperature","DinoA",0.0545947489243883,0.250635617124397
"437","SC3","Temperature","DinoA",0.162101361406575,0.0414283383831231
"438","SR1","Temperature","DinoA",0.0906079678770455,0.173426322730544
"439","WC1","Temperature","DinoA",0.173990356511138,0.0340033947489662
"440","WR1","Temperature","DinoA",0.0430270702773115,0.342261551739676
"441","AR1","CDOM","DinoA",0.262236183131931,0.0509927989860035
"442","AR2","CDOM","DinoA",1.05954322807885e-05,0.990107588965796
"443","AR3","CDOM","DinoA",0.176525949000515,0.0931269323696225
"444","CC1","CDOM","DinoA",0.131998048444198,0.151738247886519
"445","CH1","CDOM","DinoA",0.00384789433637145,0.819477579557974
"446","CH2","CDOM","DinoA",0.0336506480315273,0.530171633565005
"447","CH3","CDOM","DinoA",0.0282722790856863,0.533630162510961
"448","CS1","CDOM","DinoA",0.00577027678008014,0.771997694818436
"449","FB1","CDOM","DinoA",0.000284228835558386,0.950586843143068
"450","FC1","CDOM","DinoA",0.371632658768798,0.0121713330866364
"451","HC1","CDOM","DinoA",0.298549603619876,0.0432141627342902
"452","HC2","CDOM","DinoA",0.0797999326131971,0.271950326704113
"453","JIC1","CDOM","DinoA",0.0387221489415562,0.482101576775277
"454","JIC2","CDOM","DinoA",0.00749799909574845,0.741059403049174
"455","SC1","CDOM","DinoA",0.0460757430020702,0.408049109970021
"456","SC2","CDOM","DinoA",0.194754166955549,0.076177649375477
"457","SC3","CDOM","DinoA",0.170417084968429,0.0995883498501406
"458","SR1","CDOM","DinoA",0.000336567043199873,0.944285025350686
"459","WC1","CDOM","DinoA",0.184373467112088,0.0854240644900052
"460","WR1","CDOM","DinoA",0.183523739744637,0.0978155446557434
"461","AR1","Salinity","DinoA",0.0438458776913127,0.404332046905556
"462","AR2","Salinity","DinoA",0.0532340302639112,0.327735972539211
"463","AR3","Salinity","DinoA",0.0499151561390074,0.343710098056351
"464","CC1","Salinity","DinoA",0.04242020804082,0.383658507700993
"465","CH1","Salinity","DinoA",0.000394045053697123,0.935712470605913
"466","CH2","Salinity","DinoA",0.00220454588004996,0.857982934949561
"467","CH3","Salinity","DinoA",0.0818245083927837,0.235139473152825
"468","CS1","Salinity","DinoA",1.89133920786463e-05,0.985481881166623
"469","FB1","Salinity","DinoA",0.02616848652264,0.49563726573602
"470","FC1","Salinity","DinoA",0.0873258776451679,0.219330150721194
"471","HC1","Salinity","DinoA",0.0117085481696933,0.679328505366256
"472","HC2","Salinity","DinoA",0.0409582106639872,0.392160684466524
"473","JIC1","Salinity","DinoA",0.0815674979014277,0.250622206232028
"474","JIC2","Salinity","DinoA",0.0337792906153579,0.43795049708742
"475","SC1","Salinity","DinoA",0.0144600873622713,0.613568147173168
"476","SC2","Salinity","DinoA",0.00340311050291513,0.807001181266587
"477","SC3","Salinity","DinoA",0.0743499116339566,0.244783728613055
"478","SR1","Salinity","DinoA",0.00584364926494148,0.770588914012596
"479","WC1","Salinity","DinoA",0.0307507693039107,0.459607869405338
"480","WR1","Salinity","DinoA",0.123594894639785,0.139949534644897
"481","AR1","Tidal Height","DinoA",0.0307150840510291,0.412720494737379
"482","AR2","Tidal Height","DinoA",0.0124102428036896,0.587961953391525
"483","AR3","Tidal Height","DinoA",8.18400341635034e-05,0.965015499457356
"484","CC1","Tidal Height","DinoA",0.0871831135413565,0.151876475371516
"485","CH1","Tidal Height","DinoA",0.00124999716135252,0.866757748269175
"486","CH2","Tidal Height","DinoA",0.0289357835191406,0.437759031697675
"487","CH3","Tidal Height","DinoA",0.0181985659634191,0.520271336154784
"488","CS1","Tidal Height","DinoA",0.054565126580272,0.250767889441088
"489","FB1","Tidal Height","DinoA",0.00118701484495971,0.867302248854955
"490","FC1","Tidal Height","DinoA",0.0839182875396761,0.160137766523937
"491","HC1","Tidal Height","DinoA",0.102217952758114,0.136975357636694
"492","HC2","Tidal Height","DinoA",0.0746341417469648,0.176901276711169
"493","JIC1","Tidal Height","DinoA",0.114550034060495,0.10572429670189
"494","JIC2","Tidal Height","DinoA",0.00255408504839258,0.806319575601958
"495","SC1","Tidal Height","DinoA",0.000892716191023436,0.884798084244169
"496","SC2","Tidal Height","DinoA",0.00261120971182968,0.8042063921369
"497","SC3","Tidal Height","DinoA",0.0184079906817571,0.508704030774237
"498","SR1","Tidal Height","DinoA",0.00498901801764971,0.754774697797284
"499","WC1","Tidal Height","DinoA",0.0128579842167828,0.581262676520975
"500","WR1","Tidal Height","DinoA",0.000249857251206319,0.940220653399736
"501","AR1","Phosphate","DinoA",0.106441304869066,0.235315851869338
"502","AR2","Phosphate","DinoA",9.93972251576201e-06,0.990418564940781
"503","AR3","Phosphate","DinoA",0.000625384580435468,0.924100641159999
"504","CC1","Phosphate","DinoA",0.0380454992112365,0.453124695116712
"505","CH1","Phosphate","DinoA",0.153679669560422,0.133160168129998
"506","CH2","Phosphate","DinoA",0.194665130320621,0.114280668151868
"507","CH3","Phosphate","DinoA",0.000497028165261094,0.934684798716596
"508","CS1","Phosphate","DinoA",0.122627622570923,0.168214861664918
"509","FB1","Phosphate","DinoA",0.0142562560703333,0.648075246197888
"510","FC1","Phosphate","DinoA",0.000814621824877464,0.916434673765199
"511","HC1","Phosphate","DinoA",0.224577143540433,0.086924718618779
"512","HC2","Phosphate","DinoA",0.0023215095108168,0.85430105090806
"513","JIC1","Phosphate","DinoA",0.0116114204729172,0.702276930502043
"514","JIC2","Phosphate","DinoA",0.0761862842572843,0.28355073001514
"515","SC1","Phosphate","DinoA",0.100817097688583,0.214278627860606
"516","SC2","Phosphate","DinoA",0.253617388501084,0.039306726611503
"517","SC3","Phosphate","DinoA",0.0669147036014907,0.316092729627143
"518","SR1","Phosphate","DinoA",0.00196245055528909,0.865937414696493
"519","WC1","Phosphate","DinoA",0.00544856328336545,0.778291314618513
"520","WR1","Phosphate","DinoA",0.00212210670593631,0.865476640764158
"521","AR1","Nitrate","DinoA",0.0352025127083337,0.503108285880603
"522","AR2","Nitrate","DinoA",0.141199924165955,0.137167677031186
"523","AR3","Nitrate","DinoA",0.015629796111055,0.632587981931785
"524","CC1","Nitrate","DinoA",0.00426298871357239,0.803388809956527
"525","CH1","Nitrate","DinoA",0.00904012753871807,0.726141551903919
"526","CH2","Nitrate","DinoA",0.00410667174574469,0.827705964562343
"527","CH3","Nitrate","DinoA",0.0363410200594079,0.479439056235487
"528","CS1","Nitrate","DinoA",0.0413471987031252,0.43376600071296
"529","FB1","Nitrate","DinoA",0.0229341029243963,0.561775719265439
"530","FC1","Nitrate","DinoA",0.0785221319554106,0.293167983394663
"531","HC1","Nitrate","DinoA",0.00238590291941562,0.868297447380261
"532","HC2","Nitrate","DinoA",0.078344981072242,0.276553251002913
"533","JIC1","Nitrate","DinoA",0.0182958022763383,0.630773226329859
"534","JIC2","Nitrate","DinoA",1.111822182149e-05,0.989866487945343
"535","SC1","Nitrate","DinoA",0.0348500475748101,0.473112009455169
"536","SC2","Nitrate","DinoA",0.0689913193859749,0.308430692905402
"537","SC3","Nitrate","DinoA",0.102188236253551,0.211017025859825
"538","SR1","Nitrate","DinoA",0.100869113495207,0.214153899377824
"539","WC1","Nitrate","DinoA",0.00406667260731673,0.80788795313052
"540","WR1","Nitrate","DinoA",0.000242904167612318,0.954316233779762
"541","AR1","Temperature","DinoB",0.00387761372493111,0.777745271045502
"542","AR2","Temperature","DinoB",0.0730955253698217,0.191177729803804
"543","AR3","Temperature","DinoB",0.0499197232166432,0.272565895382669
"544","CC1","Temperature","DinoB",0.0754647487055169,0.204597539919536
"545","CH1","Temperature","DinoB",0.0210870006838749,0.508547275532354
"546","CH2","Temperature","DinoB",0.199536031509778,0.0371509749041541
"547","CH3","Temperature","DinoB",0.000127653437860414,0.960200410495957
"548","CS1","Temperature","DinoB",0.0182051553663797,0.511070332165097
"549","FB1","Temperature","DinoB",0.13409025046564,0.0657909618709979
"550","FC1","Temperature","DinoB",0.00027190518420817,0.937643686097677
"551","HC1","Temperature","DinoB",0.00615761200646984,0.735288235312183
"552","HC2","Temperature","DinoB",0.0226748226761824,0.482469648386454
"553","JIC1","Temperature","DinoB",0.0685587544708247,0.227472383651947
"554","JIC2","Temperature","DinoB",0.0141247018613993,0.563090696067738
"555","SC1","Temperature","DinoB",0.00020553390142264,0.946989464913669
"556","SC2","Temperature","DinoB",0.0521071493936072,0.262034155715841
"557","SC3","Temperature","DinoB",0.00953609276974673,0.635084791492153
"558","SR1","Temperature","DinoB",0.0441888739774232,0.347743087123645
"559","WC1","Temperature","DinoB",0.0316768810345531,0.384373850182186
"560","WR1","Temperature","DinoB",0.00789763522649577,0.686778398238461
"561","AR1","CDOM","DinoB",0.0632024065215708,0.366079861967255
"562","AR2","CDOM","DinoB",0.0109703934024772,0.68911087814214
"563","AR3","CDOM","DinoB",0.0521240226325532,0.378125366441691
"564","CC1","CDOM","DinoB",0.00219765515347501,0.85820294759165
"565","CH1","CDOM","DinoB",0.165201869114707,0.118227015776593
"566","CH2","CDOM","DinoB",0.0217045301921935,0.615244519633423
"567","CH3","CDOM","DinoB",0.120600647328376,0.187539647823698
"568","CS1","CDOM","DinoB",0.113196573696643,0.186690189956453
"569","FB1","CDOM","DinoB",0.0226152408062339,0.578267487362059
"570","FC1","CDOM","DinoB",0.332610071636761,0.0193494978571712
"571","HC1","CDOM","DinoB",0.026985074839621,0.574676933193745
"572","HC2","CDOM","DinoB",0.0144078278019947,0.646323634481806
"573","JIC1","CDOM","DinoB",0.00921700649279382,0.733587953701333
"574","JIC2","CDOM","DinoB",0.0637945111018833,0.328047125202029
"575","SC1","CDOM","DinoB",0.0340404229314974,0.478390407332318
"576","SC2","CDOM","DinoB",0.000765429227947092,0.916056829275185
"577","SC3","CDOM","DinoB",0.0107786243670283,0.69171364432636
"578","SR1","CDOM","DinoB",0.00223936796394617,0.856876479954911
"579","WC1","CDOM","DinoB",0.0364128818901862,0.463173190694808
"580","WR1","CDOM","DinoB",0.215724891381844,0.0699100096127774
"581","AR1","Salinity","DinoB",4.14546464775609e-06,0.9936026368255
"582","AR2","Salinity","DinoB",0.0116917355149371,0.649999719596504
"583","AR3","Salinity","DinoB",0.114231461656835,0.144986589647885
"584","CC1","Salinity","DinoB",0.00802871327034812,0.707160486270116
"585","CH1","Salinity","DinoB",0.00118670866638118,0.888656163389067
"586","CH2","Salinity","DinoB",0.080994474993179,0.268237436763868
"587","CH3","Salinity","DinoB",0.013117967381201,0.640578977306171
"588","CS1","Salinity","DinoB",0.0309458109463448,0.458165208584921
"589","FB1","Salinity","DinoB",0.000343664323876044,0.938167491843305
"590","FC1","Salinity","DinoB",0.0916779975372331,0.207656340242162
"591","HC1","Salinity","DinoB",0.012949032019221,0.663661439915858
"592","HC2","Salinity","DinoB",0.172915903734989,0.0682254000867207
"593","JIC1","Salinity","DinoB",0.206083938806076,0.058439707224229
"594","JIC2","Salinity","DinoB",0.00496145426429407,0.767925208186675
"595","SC1","Salinity","DinoB",0.0126066006370334,0.637433047878397
"596","SC2","Salinity","DinoB",0.0558759489849077,0.315680914964008
"597","SC3","Salinity","DinoB",0.0406150625506964,0.394193338663753
"598","SR1","Salinity","DinoB",0.234598181282872,0.0488091843881502
"599","WC1","Salinity","DinoB",0.00267048687789963,0.828700396293349
"600","WR1","Salinity","DinoB",0.0287698558632992,0.487553382108255
"601","AR1","Tidal Height","DinoB",0.0178240936674373,0.53399034043847
"602","AR2","Tidal Height","DinoB",0.0857681457974823,0.146522929277163
"603","AR3","Tidal Height","DinoB",0.000836056914847188,0.888490733244819
"604","CC1","Tidal Height","DinoB",0.0164279409504367,0.541480993257083
"605","CH1","Tidal Height","DinoB",0.0865196193779507,0.153517790326462
"606","CH2","Tidal Height","DinoB",0.0180218107842733,0.541405395149096
"607","CH3","Tidal Height","DinoB",0.0401330247082926,0.336973966649865
"608","CS1","Tidal Height","DinoB",0.10669798488491,0.103377604460505
"609","FB1","Tidal Height","DinoB",0.000376661527792044,0.92502798516959
"610","FC1","Tidal Height","DinoB",0.0026513186977792,0.806893225570922
"611","HC1","Tidal Height","DinoB",0.0743467821516499,0.208119607553154
"612","HC2","Tidal Height","DinoB",0.105071407148257,0.106200504404747
"613","JIC1","Tidal Height","DinoB",0.239802123894024,0.0151450786379129
"614","JIC2","Tidal Height","DinoB",0.0614938535366773,0.221913697214949
"615","SC1","Tidal Height","DinoB",0.0258557933127586,0.432622743426871
"616","SC2","Tidal Height","DinoB",0.0348219808640686,0.361364830925639
"617","SC3","Tidal Height","DinoB",0.0275934228388895,0.417358522803598
"618","SR1","Tidal Height","DinoB",0.101925455366624,0.147543886708448
"619","WC1","Tidal Height","DinoB",0.0175165056441793,0.519245007877742
"620","WR1","Tidal Height","DinoB",0.0105426464141568,0.625268177981966
"621","AR1","Phosphate","DinoB",0.00186783883025064,0.878450880002973
"622","AR2","Phosphate","DinoB",0.0426171804965862,0.426638548671274
"623","AR3","Phosphate","DinoB",0.104307452915803,0.20608138584516
"624","CC1","Phosphate","DinoB",0.0194308594036288,0.593633547356284
"625","CH1","Phosphate","DinoB",0.198783158465529,0.0834701539325369
"626","CH2","Phosphate","DinoB",0.137089553538052,0.192535571521439
"627","CH3","Phosphate","DinoB",0.195863632885383,0.0860477092748999
"628","CS1","Phosphate","DinoB",0.02673635773291,0.530612960869712
"629","FB1","Phosphate","DinoB",0.0601784548125874,0.342610125959481
"630","FC1","Phosphate","DinoB",0.0303818747043093,0.518518317183764
"631","HC1","Phosphate","DinoB",0.369059370546364,0.0212032505779403
"632","HC2","Phosphate","DinoB",0.0311135399032322,0.498266315754484
"633","JIC1","Phosphate","DinoB",0.00699242794482367,0.767013040206185
"634","JIC2","Phosphate","DinoB",0.000264657561794281,0.950586463316716
"635","SC1","Phosphate","DinoB",0.0786962221262728,0.275433830101156
"636","SC2","Phosphate","DinoB",0.274513448331699,0.0308683898346027
"637","SC3","Phosphate","DinoB",0.0831937477314296,0.261553152763545
"638","SR1","Phosphate","DinoB",0.000345516876967011,0.94355020643586
"639","WC1","Phosphate","DinoB",0.00142344508917046,0.88568984798658
"640","WR1","Phosphate","DinoB",0.348913257101609,0.0159842378901009
"641","AR1","Nitrate","DinoB",0.186112604482817,0.108360028955732
"642","AR2","Nitrate","DinoB",0.183574107816252,0.0861794435329149
"643","AR3","Nitrate","DinoB",0.0623788084496502,0.333654823166058
"644","CC1","Nitrate","DinoB",0.0906194252628121,0.240344890197084
"645","CH1","Nitrate","DinoB",0.334438991998002,0.0189425231460206
"646","CH2","Nitrate","DinoB",0.114048945939285,0.237647402261755
"647","CH3","Nitrate","DinoB",0.011426060079467,0.693566613194756
"648","CS1","Nitrate","DinoB",0.0116065657795268,0.680658481203421
"649","FB1","Nitrate","DinoB",0.00544260094024453,0.778409810483366
"650","FC1","Nitrate","DinoB",0.00497152073990957,0.795264782323796
"651","HC1","Nitrate","DinoB",0.034113502842672,0.527306947997318
"652","HC2","Nitrate","DinoB",0.129857958914906,0.155348297367274
"653","JIC1","Nitrate","DinoB",0.212892698021156,0.0834113013950083
"654","JIC2","Nitrate","DinoB",0.0182947020501276,0.604742167642209
"655","SC1","Nitrate","DinoB",0.0108304137879388,0.69100814716797
"656","SC2","Nitrate","DinoB",0.0156666920400525,0.63218345671386
"657","SC3","Nitrate","DinoB",0.00422578310685624,0.804232956394772
"658","SR1","Nitrate","DinoB",0.0495032513604852,0.390714743684522
"659","WC1","Nitrate","DinoB",0.00178356122897237,0.872144265327471
"660","WR1","Nitrate","DinoB",0.176154581425625,0.105572689464889
"661","AR1","Temperature","Cyanos",0.0633774041450505,0.24653873168443
"662","AR2","Temperature","Cyanos",0.313836940203564,0.00358602110141808
"663","AR3","Temperature","Cyanos",0.0177219478662643,0.516783109140251
"664","CC1","Temperature","Cyanos",0.162893324878674,0.0561576608575986
"665","CH1","Temperature","Cyanos",0.378832427158746,0.00177047875928912
"666","CH2","Temperature","Cyanos",0.218275095440399,0.0283604997774273
"667","CH3","Temperature","Cyanos",0.185591004255051,0.0453312836449291
"668","CS1","Temperature","Cyanos",0.159073764914291,0.0435589720229761
"669","FB1","Temperature","Cyanos",0.0813781231393096,0.157772492793134
"670","FC1","Temperature","Cyanos",0.0398444169701176,0.338753462160781
"671","HC1","Temperature","Cyanos",0.149963238652208,0.0828547769629048
"672","HC2","Temperature","Cyanos",0.127999905923838,0.0860723169487631
"673","JIC1","Temperature","Cyanos",0.194362057592966,0.0352353113642733
"674","JIC2","Temperature","Cyanos",0.0158010125134545,0.540624306281328
"675","SC1","Temperature","Cyanos",0.119390773436524,0.0981746350854865
"676","SC2","Temperature","Cyanos",0.095778321426439,0.12392865095074
"677","SC3","Temperature","Cyanos",0.0386900870708266,0.335500981444835
"678","SR1","Temperature","Cyanos",0.0421108247240247,0.35959572083708
"679","WC1","Temperature","Cyanos",0.0692456004234721,0.194003265886727
"680","WR1","Temperature","Cyanos",0.200844823079187,0.031980197792277
"681","AR1","CDOM","Cyanos",1.19388477836889e-07,0.999024899874752
"682","AR2","CDOM","Cyanos",0.00339000424598725,0.824341510525461
"683","AR3","CDOM","Cyanos",0.157176979521464,0.115144021151596
"684","CC1","CDOM","Cyanos",0.000406761543979388,0.938759311596761
"685","CH1","CDOM","Cyanos",0.033226096576339,0.499248851757577
"686","CH2","CDOM","Cyanos",0.250857169426,0.0681064162339651
"687","CH3","CDOM","Cyanos",0.0556531356923141,0.379075372010362
"688","CS1","CDOM","Cyanos",0.0306132357426397,0.501796052626511
"689","FB1","CDOM","Cyanos",0.00303985619243922,0.839289027769932
"690","FC1","CDOM","Cyanos",0.11033414774461,0.208771786519474
"691","HC1","CDOM","Cyanos",0.138910892805112,0.189377248834197
"692","HC2","CDOM","Cyanos",0.103537716437087,0.207859492517448
"693","JIC1","CDOM","Cyanos",0.0180549415654615,0.63305226512525
"694","JIC2","CDOM","Cyanos",0.00213091007305717,0.8603526681617
"695","SC1","CDOM","Cyanos",0.0729425354496911,0.294460260685159
"696","SC2","CDOM","Cyanos",0.137186755461769,0.143338294878883
"697","SC3","CDOM","Cyanos",0.0258074572789099,0.537938046949618
"698","SR1","CDOM","Cyanos",0.0654088608122588,0.321794077453899
"699","WC1","CDOM","Cyanos",0.0579214055008782,0.352113355976596
"700","WR1","CDOM","Cyanos",0.384840996774547,0.0103504434515037
"701","AR1","Salinity","Cyanos",0.040774333806457,0.421670345818965
"702","AR2","Salinity","Cyanos",0.014282000761268,0.615776735121407
"703","AR3","Salinity","Cyanos",0.0104763843653154,0.667632845571179
"704","CC1","Salinity","Cyanos",0.0103412614225698,0.669666114887161
"705","CH1","Salinity","Cyanos",0.0480568533271991,0.367206007946742
"706","CH2","Salinity","Cyanos",0.0050602732362967,0.786158556310388
"707","CH3","Salinity","Cyanos",0.063506947565063,0.297962168100441
"708","CS1","Salinity","Cyanos",0.0973566481598065,0.180481777377008
"709","FB1","Salinity","Cyanos",0.0575650337513105,0.308260209380796
"710","FC1","Salinity","Cyanos",0.00285451640170984,0.828029194674111
"711","HC1","Salinity","Cyanos",0.00521938423030328,0.782897070095999
